GeneID	chr_target	start_target	end_target	chr_query	start_query	end_query
ENSG00000196214	chr19	52249587	52316046	NC_071398_1	38170931	58184283
ENSG00000198464	chr19	52277169	52345922	NC_071394_1	1	10214933
ENSG00000198464	chr19	52277169	52345922	NC_071395_1	53397646	73398689
ENSG00000167554	chr19	52316243	52387778	NC_071398_1	42826863	62834157
ENSG00000221923	chr19	52349917	52405795	NC_071398_1	36344294	62215450
ENSG00000258405	chr19	52433553	52536882	NC_071395_1	53387715	73399061
ENSG00000198482	chr19	52507652	52584464	NC_071396_1	30045616	50047823
ENSG00000167562	chr19	52535457	52607174	NC_071398_1	36344300	56350610
ENSG00000167766	chr19	52574060	52710496	NC_071395_1	53397853	73399355
ENSG00000167766	chr19	52574060	52710496	NC_071398_1	36344456	56345970
ENSG00000213020	chr19	52682813	52755073	NC_071394_1	117945406	135455878
ENSG00000213020	chr19	52682813	52755073	NC_071398_1	28374348	62834418
ENSG00000189190	chr19	52729942	52806807	NC_071395_1	53387715	73399355
ENSG00000198538	chr19	52777408	52877600	NC_071395_1	53387715	73399118
ENSG00000198538	chr19	52777408	52877600	NC_071396_1	30045778	50047685
ENSG00000204604	chr19	52818010	52877649	NC_071395_1	53387715	73398950
ENSG00000182986	chr19	52840851	52917693	NC_071395_1	53387715	73399142
ENSG00000182986	chr19	52840851	52917693	NC_071398_1	41430232	61446878
ENSG00000213793	chr19	52884417	52943481	NC_071398_1	36344303	56350610
ENSG00000180257	chr19	52929379	52982911	NC_071395_1	53387715	73399379
ENSG00000170949	chr19	53046606	53123434	NC_071395_1	53387715	73399364
ENSG00000170954	chr19	53087879	53153077	NC_071395_1	53387709	73398704
ENSG00000197937	chr19	53104072	53179075	NC_071395_1	53387715	73399355
ENSG00000197497	chr19	53139213	53213386	NC_071395_1	47005559	67030080
ENSG00000197497	chr19	53139213	53213386	NC_071398_1	36344138	60265612
ENSG00000197928	chr19	53215381	53274898	NC_071398_1	40257128	60265915
ENSG00000196131	chr19	53238292	53281837	NC_071398_1	38312575	58313483
ENSG00000228567	chr19	53246676	53287723	NC_071398_1	38312614	58371400
ENSG00000213799	chr19	53313749	53376906	NC_071396_1	30045613	50047907
ENSG00000203326	chr19	53345693	53412217	NC_071395_1	47005649	67006686
ENSG00000203326	chr19	53345693	53412217	NC_071398_1	36344687	56350610
ENSG00000196417	chr19	53369793	53450413	NC_071387_1	71639627	91641102
ENSG00000196417	chr19	53369793	53450413	NC_071392_1	147373994	160127860
ENSG00000160336	chr19	53411984	53481862	NC_071398_1	42225313	62243412
ENSG00000198346	chr19	53447733	53516255	NC_071395_1	53387715	73398983
ENSG00000130844	chr19	53499527	53600269	NC_071398_1	38390670	58393779
ENSG00000142405	chr19	53773741	53844394	NC_071398_1	38439887	58463114
ENSG00000179820	chr19	53844763	53896435	NC_071398_1	38493968	58494936
ENSG00000126583	chr19	53859190	53927652	NC_071398_1	38499416	58515819
ENSG00000105605	chr19	53889278	53963950	NC_071398_1	38521305	58538104
ENSG00000142408	chr19	53942937	54010215	NC_071398_1	38553924	58567323
ENSG00000130433	chr19	53971637	54032666	NC_071398_1	38574007	58583757
ENSG00000189068	chr19	54020825	54083953		0	0
ENSG00000170909	chr19	54074668	54122692	NC_071398_1	38641139	58642542
ENSG00000170906	chr19	54082728	54129257	NC_071398_1	38648669	58650417
ENSG00000105619	chr19	54087020	54135657	NC_071398_1	38650568	58654908
ENSG00000105618	chr19	54095410	54151719		0	0
ENSG00000088038	chr19	54117749	54175681	NC_071390_1	131763622	151764319
ENSG00000088038	chr19	54117749	54175681	NC_071391_1	87864036	107865214
ENSG00000105617	chr19	54135161	54179721		0	0
ENSG00000167608	chr19	54140108	54193250	NC_071395_1	101493653	113953836
ENSG00000125505	chr19	54153412	54209882		0	0
ENSG00000170892	chr19	54169938	54214536	NC_071398_1	38656788	58659759
ENSG00000170889	chr19	54180809	54269003	NC_071398_1	38665272	58670120
ENSG00000204577	chr19	54196278	54243506	NC_071398_1	38683871	58689830
ENSG00000244482	chr19	54216592	54262791	NC_071398_1	38687661	59151555
ENSG00000105609	chr19	54229421	54277301	NC_071398_1	38683871	58689830
ENSG00000131042	chr19	54253812	54301184	NC_071398_1	38683871	58689830
ENSG00000187116	chr19	54287070	54333166	NC_071398_1	38966704	58970634
ENSG00000239961	chr19	54313185	54359162	NC_071398_1	39147258	59151649
ENSG00000167613	chr19	54331384	54390558		0	0
ENSG00000167614	chr19	54395219	54456904	NC_071398_1	39039424	59052938
ENSG00000167615	chr19	54428887	54482016	NC_071398_1	39058763	59067874
ENSG00000167617	chr19	54445026	54493296	NC_071398_1	39070753	59071217
ENSG00000167618	chr19	54477879	54530687		0	0
ENSG00000239998	chr19	54552920	54610287	NC_071398_1	38716714	58722156
ENSG00000104974	chr19	54573582	54622381	NC_071398_1	38716735	58722156
ENSG00000104972	chr19	54597158	54658022	NC_071398_1	38683871	58689878
ENSG00000186818	chr19	54623889	54690359	NC_071398_1	38683871	58689830
ENSG00000167633	chr19	54796468	54850778	NC_071398_1	38701415	58907083
ENSG00000240403	chr19	54830443	54887207	NC_071398_1	38683883	58689028
ENSG00000186431	chr19	54854235	54911420	NC_071398_1	38966749	58970582
ENSG00000189430	chr19	54886148	54936140	NC_071398_1	39194542	59199733
ENSG00000167634	chr19	54903509	54986312	NC_071398_1	39210125	59220962
ENSG00000022556	chr19	54933130	55021142	NC_071398_1	39252520	59270141
ENSG00000088053	chr19	54993705	55058264	NC_071398_1	39271010	59281178
ENSG00000160439	chr19	55019108	55091291	NC_071398_1	39288686	59299550
ENSG00000131037	chr19	55052020	55107923	NC_071398_1	39311649	59319697
ENSG00000125503	chr19	55070914	55137637	NC_071398_1	39322762	59339224
ENSG00000105048	chr19	55112698	55169206	NC_071398_1	39343971	59352102
ENSG00000129991	chr19	55131767	55177773	NC_071398_1	39354869	59357498
ENSG00000167646	chr19	55138661	55186722	NC_071398_1	39358936	59364548
ENSG00000129990	chr19	55151196	55200289	NC_071398_1	39366817	59371818
ENSG00000080031	chr19	55161247	55229506	NC_071398_1	39374188	59383118
ENSG00000180089	chr19	55206638	55248784	NC_071393_1	1	10315224
ENSG00000105063	chr19	55209779	55279017	NC_071398_1	39390415	59401251
ENSG00000133265	chr19	55242223	55300381	NC_071398_1	39410966	59421006
ENSG00000160469	chr19	55262072	55332562	NC_071398_1	39425364	59441019
ENSG00000180061	chr19	55292801	55354048	NC_071398_1	39441875	59447072
ENSG00000133247	chr19	55319853	55368121	NC_071398_1	39469659	59470757
ENSG00000160471	chr19	55329306	55374719	NC_071389_1	191873206	202130148
ENSG00000160471	chr19	55329306	55374719	NC_071398_1	39472654	59473661
ENSG00000180043	chr19	55334908	55383260	NC_071398_1	39475137	59478673
ENSG00000095752	chr19	55344382	55390463	NC_071398_1	39480798	59482555
ENSG00000160472	chr19	55356826	55398246	NC_071398_1	39487951	59488980
ENSG00000233493	chr19	55359244	55404292	NC_071398_1	39493294	59493830
ENSG00000108107	chr19	55365932	55423250	NC_071388_1	145582544	165582957
ENSG00000108107	chr19	55365932	55423250	NC_071398_1	39495840	59497814
ENSG00000108106	chr19	55379745	55427788	NC_071398_1	39503189	59506379
ENSG00000187902	chr19	55408740	55463300	NC_071398_1	39522123	59528867
ENSG00000063241	chr19	55432985	55482343	NC_071398_1	39533560	59536284
ENSG00000283567	chr19	55443001	55484751	NC_071398_1	39540435	59540893
ENSG00000197483	chr19	55456617	55504487	NC_071398_1	39556574	59559717
ENSG00000090971	chr19	55465188	55507568	NC_071398_1	39561014	59562277
ENSG00000179954	chr19	55468404	55539099	NC_071398_1	39563712	59582004
ENSG00000187550	chr19	55508611	55557133	NC_071398_1	39589524	59592442
ENSG00000231274	chr19	55520656	55565543	NC_071398_1	39595169	59598645
ENSG00000218891	chr19	55556774	55600848	NC_071398_1	39616048	59617715
ENSG00000179943	chr19	55571376	55621970	NC_071398_1	39627520	59631086
ENSG00000171443	chr19	55580022	55623138	NC_071398_1	39634855	59635634
ENSG00000261221	chr19	55585647	55637269	NC_071398_1	39643423	59646608
ENSG00000179922	chr19	55600741	55644566	NC_071398_1	39649972	59652112
ENSG00000213015	chr19	55615016	55663470	NC_071398_1	39664797	59665318
ENSG00000171425	chr19	55615459	55665623	NC_071398_1	39666748	59667341
ENSG00000173581	chr19	55621062	55673161	NC_071398_1	39669681	59671995
ENSG00000063244	chr19	55634146	55694716	NC_071398_1	39674098	59688914
ENSG00000063245	chr19	55655226	55729858	NC_071398_1	39691464	59702901
ENSG00000185792	chr19	55688438	55758402	NC_071398_1	39764818	59780651
ENSG00000223638	chr19	55739014	55783175	NC_071398_1	39922530	59925662
ENSG00000229292	chr19	55749118	55793420	NC_071398_1	39922530	59925662
ENSG00000179873	chr19	55765397	55856800		0	0
ENSG00000160505	chr19	55816540	55901855	NC_071398_1	39950878	59968104
ENSG00000171487	chr19	55979726	56081810	NC_071398_1	40022870	60042478
ENSG00000142409	chr19	56067366	56141295	NC_071398_1	40047642	60054059
ENSG00000167685	chr19	56112599	56180893	NC_071398_1	40080798	60087260
ENSG00000197487	chr19	56156008	56205775	NC_071387_1	186481470	206481508
ENSG00000197487	chr19	56156008	56205775	NC_071391_1	1	13429778
ENSG00000197213	chr19	56169570	56217920	NC_071398_1	40110717	60113828
ENSG00000204532	chr19	56182273	56229200	NC_071398_1	40110717	60113828
ENSG00000131848	chr19	56199670	56388383	NC_071398_1	40110717	60222437
ENSG00000267710	chr19	56252748	56330454	NC_071398_1	40146074	60148598
ENSG00000018869	chr19	56355846	56413545	NC_071398_1	40216326	60223160
ENSG00000198440	chr19	56377966	56456035	NC_071398_1	40197204	60201878
ENSG00000198046	chr19	56419325	56498065	NC_071398_1	40180025	60188608
ENSG00000196263	chr19	56487850	56550221	NC_071398_1	40236638	60244506
ENSG00000196867	chr19	56518948	56576808	NC_071398_1	40249265	60266041
ENSG00000197016	chr19	56547468	56608911	NC_071398_1	40285899	60293111
ENSG00000197951	chr19	56575300	56646481	NC_071395_1	46997475	67006890
ENSG00000197951	chr19	56575300	56646481	NC_071398_1	40303318	60313249
ENSG00000268182	chr19	56623159	56677247	NC_071398_1	40661274	60667511
ENSG00000127903	chr19	56641980	56691783	NC_071398_1	40673152	60674701
ENSG00000269699	chr19	56754547	56860729	NC_071398_1	40739260	60745075
ENSG00000198300	chr19	56790077	56860728	NC_071398_1	40772795	60784265
ENSG00000131864	chr19	57099138	57151926	NC_071400_1	8732330	28735073
ENSG00000258873	chr19	57134021	57187485	NC_071400_1	46301762	66302385
ENSG00000083844	chr19	57171500	57242846	NC_071398_1	40975835	60986879
ENSG00000105146	chr19	57210802	57255548	NC_071395_1	61390177	81392190
ENSG00000204524	chr19	57220632	57282728	NC_071398_1	40949477	60986879
ENSG00000197714	chr19	57260051	57314069	NC_071398_1	41008796	61010584
ENSG00000178229	chr19	57300472	57350770	NC_071398_1	40975820	60986807
ENSG00000131845	chr19	57331271	57379898	NC_071398_1	41032044	61035830
ENSG00000152433	chr19	57343477	57399565	NC_071398_1	41060404	61063415
ENSG00000188785	chr19	57369850	57422992	NC_071398_1	41060395	61073405
ENSG00000186272	chr19	57391161	57441934	NC_071398_1	41060389	61063862
ENSG00000186230	chr19	57415325	57467101	NC_071398_1	41430232	61433571
ENSG00000268163	chr19	57417970	57497536	NC_071398_1	41091128	61093013
ENSG00000197128	chr19	57446663	57497570	NC_071398_1	41088804	61093013
ENSG00000105136	chr19	57467711	57516098	NC_071398_1	41101445	61106114
ENSG00000152439	chr19	57479915	57538404	NC_071398_1	41101433	61106039
ENSG00000121406	chr19	57507325	57577542	NC_071398_1	41428696	61433655
ENSG00000251369	chr19	57515257	57579863	NC_071398_1	41110430	61116595
ENSG00000083817	chr19	57551566	57598911	NC_071398_1	41125494	61129358
ENSG00000171649	chr19	57558456	57613890	NC_071398_1	41125551	61129358
ENSG00000183647	chr19	57579885	57632722	NC_071398_1	41430238	61433730
ENSG00000213762	chr19	57594233	57644724	NC_071398_1	41481656	61483587
ENSG00000121417	chr19	57610395	57664041	NC_071398_1	41387785	61393373
ENSG00000180532	chr19	57631476	57699152	NC_071398_1	41406715	61408615
ENSG00000204519	chr19	57661969	57737301	NC_071398_1	41429076	61434070
ENSG00000179909	chr19	57676275	57729204	NC_071398_1	41374792	61377547
ENSG00000083814	chr19	57699751	57747624	NC_071398_1	24310826	61035776
ENSG00000152443	chr19	57726815	57778148	NC_071398_1	41387785	62142247
ENSG00000083828	chr19	57749655	57839939	NC_071398_1	41032023	62078468
ENSG00000178935	chr19	57783841	57834913	NC_071398_1	42149491	62152367
ENSG00000269343	chr19	57799721	57866238	NC_071398_1	41372364	62078468
ENSG00000204514	chr19	57828731	57909074	NC_071398_1	42060274	62078468
ENSG00000198466	chr19	57829859	57885117	NC_071398_1	41374807	61377975
ENSG00000173480	chr19	57880296	57936610	NC_071398_1	41372364	61377975
ENSG00000196724	chr19	57901882	57955402	NC_071398_1	42139284	62152367
ENSG00000152454	chr19	57920833	57967706	NC_071398_1	42104087	62106387
ENSG00000177025	chr19	57938437	57994534		0	0
ENSG00000166704	chr19	57957076	58023349	NC_071398_1	42171502	62192164
ENSG00000176293	chr19	58039239	58106310	NC_071398_1	42210846	62215690
ENSG00000181894	chr19	58106248	58175110	NC_071398_1	42250592	62252223
ENSG00000171606	chr19	58163029	58233562	NC_071398_1	42284563	62308143
ENSG00000198131	chr19	58208594	58297495	NC_071398_1	32333674	62230382
ENSG00000278129	chr19	58258955	58322791	NC_071398_1	42338974	62342379
ENSG00000182318	chr19	58306994	58362332	NC_071398_1	42352309	62356319
ENSG00000121410	chr19	58325178	58373492	NC_071398_1	42360337	62364396
ENSG00000083845	chr19	58366400	58414806	NC_071398_1	42373701	62377462
ENSG00000269855	chr19	58375656	58417079	NC_071398_1	42378907	62379884
ENSG00000171574	chr19	58381504	58438327	NC_071398_1	42384395	62390421
ENSG00000131849	chr19	58412814	58460153	NC_071398_1	41032035	61035878
ENSG00000249471	chr19	58431611	58477833	NC_071398_1	42406433	62409004
ENSG00000083812	chr19	58447045	58495436	NC_071398_1	42406433	62409030
ENSG00000083838	chr19	58454017	58501230	NC_071398_1	42413907	62417200
ENSG00000083807	chr19	58459512	58532413	NC_071398_1	42420597	62427945
ENSG00000119574	chr19	58493530	58558911	NC_071398_1	42430825	62433956
ENSG00000130726	chr19	58524064	58570722	NC_071398_1	42448263	62453928
ENSG00000130724	chr19	58531566	58575105	NC_071398_1	42454710	62456301
ENSG00000130725	chr19	58535712	58578954	NC_071398_1	42458041	62460305
ENSG00000099326	chr19	58541931	58593575	NC_071398_1	42465945	62474064
ENSG00000184731	chr2	18814	66870	NC_071391_1	157259132	167477801
ENSG00000035115	chr2	197730	286398	NC_071391_1	157199754	167477801
ENSG00000143727	chr2	244140	298283	NC_071391_1	157177771	167477801
ENSG00000189292	chr2	259558	308851	NC_071391_1	157168856	167477801
ENSG00000151353	chr2	643877	697406	NC_071391_1	157026464	167477801
ENSG00000172554	chr2	930849	1387613	NC_071394_1	39354984	59453000
ENSG00000115705	chr2	1354066	1563711	NC_071391_1	156984375	167477801
ENSG00000130508	chr2	1611887	1764852	NC_071391_1	156924568	167477801
ENSG00000186487	chr2	1769113	2351664	NC_071391_1	156817042	167477801
ENSG00000032389	chr2	3168925	3397830	NC_071391_1	156234239	167477801
ENSG00000171853	chr2	3359675	3505094	NC_071391_1	156201369	167477801
ENSG00000182551	chr2	3477366	3539531	NC_071391_1	156195075	167477801
ENSG00000171865	chr2	3521430	3578333	NC_071391_1	156181782	167477801
ENSG00000171863	chr2	3555260	3600920	NC_071391_1	156174576	167477801
ENSG00000118004	chr2	3574832	3664644	NC_071391_1	156156206	167477801
ENSG00000151360	chr2	3638200	3722671	NC_071391_1	156137942	167477801
ENSG00000214866	chr2	3683575	3868008		0	0
ENSG00000176887	chr2	5672384	5721385	NC_071391_1	155673333	167477801
ENSG00000134326	chr2	6820570	6886635	NC_071391_1	155188565	167477801
ENSG00000134321	chr2	6845557	6918239	NC_071391_1	155168861	167477801
ENSG00000151692	chr2	6897412	7088286	NC_071391_1	155093864	167477801
ENSG00000115738	chr2	8658845	8704461	NC_071391_1	154347072	167477801
ENSG00000134313	chr2	8701081	8857630	NC_071391_1	154261728	167477801
ENSG00000143797	chr2	8832690	9023709	NC_071391_1	154168008	167477801
ENSG00000151693	chr2	9186765	9425683	NC_071391_1	153943301	167477801
ENSG00000119185	chr2	9383475	9443528	NC_071391_1	153935135	167477801
ENSG00000119203	chr2	9403651	9493101	NC_071391_1	153899722	167477801
ENSG00000134330	chr2	9453658	9516543	NC_071391_1	153886985	167477801
ENSG00000151694	chr2	9468486	9576732	NC_071391_1	153848811	167477801
ENSG00000134308	chr2	9563967	9650997	NC_071391_1	153820497	167477801
ENSG00000115750	chr2	9823443	9954416	NC_071391_1	153689755	167477801
ENSG00000134317	chr2	9931693	10022277	NC_071391_1	153637141	167477801
ENSG00000172059	chr2	10022849	10074836	NC_071391_1	153612426	167477801
ENSG00000205795	chr2	10036780	10100944	NC_071391_1	153595493	167477801
ENSG00000171848	chr2	10100698	10231725	NC_071391_1	153569701	167477801
ENSG00000115756	chr2	10282889	10447617	NC_071391_1	153410382	167477801
ENSG00000115758	chr2	10419968	10468327	NC_071391_1	153386135	167477801
ENSG00000115761	chr2	10550754	10709987	NC_071391_1	153231219	167477801
ENSG00000143882	chr2	10701100	10805110	NC_071391_1	153166392	167477801
ENSG00000143870	chr2	10763391	10857977	NC_071391_1	153151254	167477801
ENSG00000162975	chr2	10891934	10934225	NC_071391_1	153099814	167477801
ENSG00000162976	chr2	11135198	11198870	NC_071391_1	153008568	167477801
ENSG00000134318	chr2	11159759	11368330	NC_071391_1	152907476	167477801
ENSG00000169016	chr2	11424375	11486177	NC_071391_1	152832738	167477801
ENSG00000196208	chr2	11462341	11662788	NC_071391_1	152720945	167477801
ENSG00000134324	chr2	11657595	11847409	NC_071391_1	152618627	167477801
ENSG00000071575	chr2	12696910	12762734	NC_071391_1	152080868	167477801
ENSG00000162981	chr2	14612700	14670814	NC_071391_1	151032065	167477801
ENSG00000151779	chr2	15146914	15581334	NC_071391_1	150420111	167477801
ENSG00000079785	chr2	15571178	15654346	NC_071391_1	150374915	167477801
ENSG00000134323	chr2	15920550	15967007	NC_071391_1	150168329	167477801
ENSG00000197872	chr2	16529459	16686331	NC_071391_1	149735777	167477801
ENSG00000214842	chr2	17490584	17538439	NC_071391_1	149216135	167477801
ENSG00000163032	chr2	17519126	17677018	NC_071391_1	149118169	167477801
ENSG00000163029	chr2	17643812	17820242	NC_071391_1	149057467	167477801
ENSG00000178295	chr2	17733858	17808946	NC_071391_1	149022575	167477801
ENSG00000151379	chr2	17796460	17837798	NC_071391_1	148997273	167477801
ENSG00000170745	chr2	17857847	18381616	NC_071391_1	148947576	167477801
ENSG00000240857	chr2	18534723	18580679	NC_071391_1	148553013	167477801
ENSG00000185013	chr2	18542872	18609572	NC_071391_1	148529873	167477801
ENSG00000143867	chr2	19331485	19378623	NC_071391_1	147971906	167477801
ENSG00000183891	chr2	19876631	19921983	NC_071391_1	147554086	167477801
ENSG00000118965	chr2	19890263	20010105	NC_071391_1	147494653	167477801
ENSG00000132031	chr2	19972052	20032668	NC_071391_1	147471654	167477801
ENSG00000068697	chr2	20012650	20071628	NC_071391_1	147450871	167467064
ENSG00000115884	chr2	20180797	20245433	NC_071391_1	147325678	167344792
ENSG00000055917	chr2	20228691	20372234	NC_071391_1	147246316	167309740
ENSG00000143878	chr2	20427074	20469440	NC_071391_1	147169529	167170119
ENSG00000118960	chr2	20540448	20671130	NC_071391_1	147037440	167054410
ENSG00000143869	chr2	20647144	20699243	NC_071391_1	147024645	167028710
ENSG00000118961	chr2	20664014	20843130	NC_071391_1	146939432	167011414
ENSG00000084674	chr2	20981429	21064073	NC_071391_1	146782739	166820635
ENSG00000218819	chr2	21103968	21164368	NC_071391_1	146729708	166735491
ENSG00000119771	chr2	23365179	23728611	NC_071391_1	144814769	164938986
ENSG00000119778	chr2	23728664	23947123	NC_071391_1	144667028	164790146
ENSG00000173960	chr2	23907285	24024909	NC_071391_1	144639657	164655089
ENSG00000205639	chr2	23990081	24083321	NC_071391_1	144621881	164630119
ENSG00000163026	chr2	24009347	24069575	NC_071391_1	144606294	164613414
ENSG00000119782	chr2	24029701	24083681	NC_071391_1	144591010	164599792
ENSG00000115128	chr2	24047586	24096373	NC_071391_1	144579707	164587357
ENSG00000219626	chr2	24056526	24189640	NC_071391_1	144554504	164567711
ENSG00000115129	chr2	24057433	24105861	NC_071391_1	144575112	164578848
ENSG00000176732	chr2	24094809	24143464	NC_071391_1	135089531	155093252
ENSG00000186453	chr2	24155053	24220849		0	0
ENSG00000198399	chr2	24182864	24380536	NC_071391_1	144455801	164547315
ENSG00000084676	chr2	24471254	24790702	NC_071391_1	144144540	164226176
ENSG00000184924	chr2	24769728	24813391	NC_071391_1	144130916	164133840
ENSG00000138092	chr2	24773136	24842376	NC_071391_1	144119526	164130449
ENSG00000138031	chr2	24799169	24940237	NC_071391_1	144059676	164117591
ENSG00000115137	chr2	24923636	24992094	NC_071391_1	144030190	164037027
ENSG00000084710	chr2	25022076	25179135	NC_071391_1	143907201	163949033
ENSG00000115138	chr2	25140853	25188903	NC_071391_1	143897634	163900400
ENSG00000119772	chr2	25207855	25362590	NC_071391_1	143747977	163819043
ENSG00000138101	chr2	25357198	25693647	NC_071391_1	143558704	163692906
ENSG00000143970	chr2	25713753	25898487	NC_071391_1	143382158	163487350
ENSG00000084731	chr2	25906598	26002749	NC_071391_1	143317542	163349151
ENSG00000084733	chr2	26014084	26157454	NC_071391_1	143211573	163279610
ENSG00000157833	chr2	26153088	26209663	NC_071391_1	143177995	163190110
ENSG00000084754	chr2	26170635	26264672	NC_071391_1	143140736	163175026
ENSG00000138029	chr2	26223170	26310465	NC_071391_1	143112953	163135663
ENSG00000173567	chr2	26288173	26366817	NC_071391_1	143101303	163106907
ENSG00000138018	chr2	26288547	26415891	NC_071391_1	143036660	163073694
ENSG00000157856	chr2	26381920	26476711	NC_071391_1	142988243	163022416
ENSG00000115155	chr2	26437203	26578756	NC_071391_1	142904671	162986684
ENSG00000173557	chr2	26542585	26599532	NC_071391_1	142883654	162887066
ENSG00000157884	chr2	26561205	26661366	NC_071391_1	142837844	162881784
ENSG00000171303	chr2	26672690	26753420	NC_071391_1	142757623	162792482
ENSG00000213699	chr2	26744284	26801231	NC_071391_1	142722263	162734714
ENSG00000115163	chr2	26744289	26821067	NC_071391_1	142710868	162711858
ENSG00000157851	chr2	26827747	26970351	NC_071391_1	142628830	162671424
ENSG00000084764	chr2	26950637	27047219	NC_071391_1	142568828	162572553
ENSG00000119777	chr2	27012910	27061694	NC_071391_1	142557242	162564710
ENSG00000084693	chr2	27022364	27090622	NC_071391_1	142532007	162549205
ENSG00000228474	chr2	27050472	27091654	NC_071391_1	142530748	162530861
ENSG00000138080	chr2	27058615	27106403	NC_071391_1	142517330	162524273
ENSG00000138030	chr2	27066747	27120762	NC_071391_1	142505347	162516096
ENSG00000138028	chr2	27078889	27139128	NC_071391_1	142501343	162503857
ENSG00000143994	chr2	27103789	27150812	NC_071391_1	142482958	162488014
ENSG00000138073	chr2	27110756	27154666	NC_071391_1	142479250	162482289
ENSG00000186143	chr2	27116848	27159410	NC_071391_1	142476774	162477949
ENSG00000163792	chr2	27129004	27176974	NC_071391_1	142465098	162467795
ENSG00000138074	chr2	27179587	27232958	NC_071391_1	142427724	162434394
ENSG00000138085	chr2	27192027	27237178	NC_071391_1	142417867	162422130
ENSG00000084774	chr2	27197369	27263943	NC_071391_1	142395053	162417256
ENSG00000115194	chr2	27233684	27295817	NC_071391_1	142379599	162383401
ENSG00000163793	chr2	27255433	27301499	NC_071391_1	142364677	162365637
ENSG00000138100	chr2	27262429	27327439	NC_071391_1	142342100	162359606
ENSG00000163794	chr2	27287400	27328445	NC_071391_1	142340791	162341171
ENSG00000115204	chr2	27289492	27345680	NC_071391_1	142329352	162338749
ENSG00000115207	chr2	27305849	27377034	NC_071391_1	142312447	162325311
ENSG00000115211	chr2	27344352	27390457	NC_071391_1	142293226	162297718
ENSG00000115234	chr2	27350496	27397535	NC_071391_1	142287868	162292870
ENSG00000163795	chr2	27357235	27400790	NC_071391_1	142284108	162287038
ENSG00000115241	chr2	27361195	27429591	NC_071391_1	142266222	162282918
ENSG00000115216	chr2	27407790	27462259	NC_071391_1	142239055	162246700
ENSG00000157992	chr2	27422366	27466481	NC_071391_1	142237117	162238470
ENSG00000138002	chr2	27424377	27509805	NC_071391_1	142204220	162236757
ENSG00000115226	chr2	27471883	27515200	NC_071391_1	142199475	162201504
ENSG00000221843	chr2	27517386	27602721	NC_071391_1	142134329	162167872
ENSG00000243943	chr2	27562969	27643217	NC_071391_1	142118121	162130230
ENSG00000176714	chr2	27605638	27649012		0	0
ENSG00000198522	chr2	27608247	27671511	NC_071391_1	142096946	162113458
ENSG00000119760	chr2	27630809	27683840	NC_071391_1	142087271	162093702
ENSG00000163798	chr2	27643471	27714976	NC_071391_1	142064093	162084925
ENSG00000243147	chr2	27751717	28008087	NC_071396_1	55902927	75903124
ENSG00000171174	chr2	27761379	27910681	NC_071391_1	141906837	161988674
ENSG00000158019	chr2	27869941	28358901	NC_071391_1	141571411	161903592
ENSG00000075426	chr2	28372448	28437317	NC_071391_1	141502972	161520314
ENSG00000163803	chr2	28437145	28664142	NC_071391_1	141325229	161420943
ENSG00000213639	chr2	28731640	28822940	NC_071391_1	141218720	161251799
ENSG00000163806	chr2	28762517	28870611	NC_071391_1	141186565	161211772
ENSG00000163811	chr2	28874667	28968219	NC_071391_1	141142906	161172145
ENSG00000189350	chr2	28936611	29072230	NC_071391_1	141072707	161111924
ENSG00000179270	chr2	29040976	29094523	NC_071391_1	141053366	161061464
ENSG00000115295	chr2	29077705	29209643	NC_071391_1	140975308	161020838
ENSG00000171094	chr2	29172774	29941586	NC_071391_1	140342791	160972113
ENSG00000119801	chr2	30126941	30180533	NC_071391_1	140168343	160170733
ENSG00000213626	chr2	30211534	30343730	NC_071391_1	140092120	160114889
ENSG00000172954	chr2	30427226	30664225	NC_071391_1	139809642	159893589
ENSG00000162949	chr2	30702771	30840542	NC_071391_1	139707778	159754622
ENSG00000158089	chr2	30890467	31175202	NC_071391_1	139444904	159633182
ENSG00000013016	chr2	31214152	31289451	NC_071391_1	139341752	159367323
ENSG00000158125	chr2	31314321	31434742	NC_071391_1	139236641	159296003
ENSG00000277893	chr2	31502480	31600938	NC_071391_1	139149348	159190512
ENSG00000162959	chr2	31845060	32031230	NC_071391_1	138951240	159060561
ENSG00000162961	chr2	31847809	32059805	NW_026527309_1	1	81063
ENSG00000021574	chr2	32043556	32177637	NW_026527309_1	1	81063
ENSG00000152683	chr2	32145841	32244379	NW_026527315_1	1	79288
ENSG00000091106	chr2	32204453	32285732	NW_026527315_1	1	79288
ENSG00000119820	chr2	32257904	32336594	NC_071391_1	138933002	158949983
ENSG00000115760	chr2	32337028	32638899	NC_071391_1	138703889	158902418
ENSG00000018699	chr2	32608032	32841051	NC_071391_1	138566516	158697533
ENSG00000049323	chr2	32926953	33419509	NC_071391_1	138112888	158475988
ENSG00000152689	chr2	33416324	33584750	NC_071391_1	137993589	158025852
ENSG00000119812	chr2	33563660	33619382	NC_071391_1	137960167	157975496
ENSG00000150938	chr2	36335778	36571135	NC_071391_1	136089601	156265239
ENSG00000171055	chr2	36511805	36666087	NC_071391_1	136048952	156085895
ENSG00000205221	chr2	36676690	36834792	NC_071391_1	135889130	155962051
ENSG00000115808	chr2	36817698	36986536	NC_071391_1	135780815	155861262
ENSG00000008869	chr2	36948383	37104372	NC_071391_1	135698090	155767970
